companyid,headline,mostimportantdateutc,keydeveventtypeid,keydeveventtypename,companyname,audiolengthsec,transcriptid,transcriptcomponentid,transcriptcomponenttypename,transcriptpersonname,companyofperson,speakertypename,componentorder,componenttext,word_count
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639630.0,Answer,Peter Klein,,Executives,11,"No, we think as we said in the guidance, revenues are going to be in line with PCs. There's some headwinds from emerging markets and consumers, so we'll have to offset that with the ASPs and other thing and attach.",40
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639631.0,Question and Answer Operator Message,Operator,,Operator,12,And next is Sarah Friar from Goldman Sachs.,8
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639632.0,Question,Sarah Friar,,Analysts,13,"Can I ask a question on the cost side? So there still seems to be some debate on the street as to how tighter reign you'll keep on costs, even though you guys have done a phenomenal job thus far. So I know you're not guiding for fiscal '11 on this call, but could you maybe just philosophically talk a little bit about the growth rate? I think you've messaged a low-single-digit inflation type rate. And then just on the COGS side, flat for this year is a great outcome. But for next year, as Azure and so on kicks in, I'm assuming we should assume gross margin continues to come down.",112
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639633.0,Answer,Peter Klein,,Executives,14,"Yes, obviously, it's too early to talk about FY '11. We're working through that planning process right now and as soon as we get through that, I'll certainly get out and talk to everybody about that. Let me hit the operating costs. We are executing against our plan very effectively. So I've been focused on, even before taking this role, working with Chris and the leadership team on that, and feel great that we've got a thoughtful plan that we've come up with and we're doing what we said in executing against that. A big part of that is prioritization in making sure the resources are allocated to the high return area. And that will be the approach that we take when we build our FY '11 plan absolutely. So that approach stays the same.",135
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639634.0,Question,Sarah Friar,,Analysts,15,And on the COGS side and assumption at Azure will continue to drive that down?,15
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639635.0,Answer,Peter Klein,,Executives,16,"I think the multiple dynamics on the COGS side is it's too early to get into that FY '11. There are puts and takes in the online services, traffic acquisition costs offset by improvements we make across the board whether that's Xbox 360 consoles and some of our operations as well. So we'll just have to get through the planning process on that.",64
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639636.0,Question and Answer Operator Message,Operator,,Operator,17,And next is Brent Thill from UBS.,7
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639637.0,Question,Brent Thill,,Analysts,18,"On the Enterprise Agreements, I think Bill, you mentioned the sales cycles lengthened and your flat year-over-year. Peter, can you just elaborate in terms of what you expect for the second half of the fiscal year on Enterprise Agreements? And I would think considering the robustness of the product cycle that that would start to trend back up.",58
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639638.0,Answer,Peter Klein,,Executives,19,"Yes, that is the hope. Certainly of the Enterprise Agreement renewals, it is starting to take longer but we're getting them done, the sales cycle is just elongating. The good news is, we're getting them done maybe not in the quarter that they expire, but when we get them done we're not dropping products off of them. And in most cases, we're actually adding new products on to the EA [Enterprise Agreement] and so we feel great about the trajectory there. And I tend to agree with you that as the enterprise spend does pick up, given our product pipeline we feel very well positioned from an Enterprise Agreement perspective.",110
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639639.0,Question and Answer Operator Message,Operator,,Operator,20,And next is Heather Bellini with ISI Group.,8
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639640.0,Question,Heather Bellini,UBS,Analysts,21,"I was wondering if you could help us think about the trends in deferred revenue? Obviously that's going to be a big driver of your fiscal '11 growth. And in particular, last year was obviously a challenging year for enterprise spending and you're saying that enterprise spending isn't coming back. So would it be fair for us to think about your sequential deferred trends for the remainder of fiscal '10 being more in line with what you had in the back half of your fiscal year '09 just so we can help shape our models for the upcoming season?",99
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639641.0,Answer,Peter Klein,,Executives,22,"Well, it's hard to say. A lot of that's going to depend on the shape of enterprise spend and business spend. Obviously, we're...",23
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639642.0,Question,Heather Bellini,UBS,Analysts,23,"Well, based on how you think spend is going to come out? Based on your views about enterprise spending not coming back anytime soon?",24
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639643.0,Answer,Peter Klein,,Executives,24,"I think it's largely -- the thing that I can say is, we have the great product pipeline. We don't have a visibility into exactly what business spend will be. So we're just going to have to work through that over the next couple of quarters. The only thing we can control as we've been saying is the product. We feel like we're executing against those and we'll keep working the Enterprise Agreements as we can.",77
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639644.0,Question,Heather Bellini,UBS,Analysts,25,"So does that mean it would be unreasonable to assume? I mean, last year, I would imagine it was a difficult closing environment as well, so is it a measure of conservatism with kind of seasonal growth rates like you had last year and deferred the prudent in your view versus expecting an uptick?",54
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639645.0,Answer,Peter Klein,,Executives,26,"I would just encourage anybody to think their view, the different views of what enterprise spend is going to be. You'll just have to apply your view of that.",29
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639646.0,Answer,Bill Koefoed,,Executives,27,"I don't think we're going to give guidance on that, Heather. Can we move to the next question.",19
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639647.0,Question and Answer Operator Message,Operator,,Operator,28,And next is Kash Rangan with Merrill Lynch.,8
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639648.0,Question,Kash Rangan,,Analysts,29,"Peter, just wondering there's a lot that's been written about how you could deploy Windows 7 on the consumer side or on the business side, on existing hardware without having to upgrade. I'm just curious on the consumer side and on the business side. What are you hearing? Can you give us some anecdotal data or revenue that you're seeing from so-called shrink-wrap purchases on the consumer side and maybe on the business side as well? The threshold, you don't need to buy a brand new PC but I guess, you could deploy Windows 7 on existing hardware. What are you seeing on the business and consumer market in regards to that?",112
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639649.0,Answer,Peter Klein,,Executives,30,"On the consumer side, we had a very good retail quarter about $500 million, which is a little bit more than we expected. So that dynamic that you highlighted is actually happening. People are going to retail and buying shrink-wrapped Windows to put on their PCs. On the business side anecdotally, a lot of interest. Businesses are incredibly enthusiastic about deploying. And so we'll hope to see that flow through over the coming year. So in both cases, a lot of positive momentum as you indicate.",86
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639650.0,Question and Answer Operator Message,Operator,,Operator,31,And next is Brendon Barnicle from Pacific Crest Securities.,9
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639651.0,Question,Brendon Barnicle,,Analysts,32,"Following up on the consumer question, a year ago netbooks were a huge concern. And it sounds like on the year-over-year basis, they didn't really change as a percentage and maybe there was some pricing changes on Windows 7. Is the dilutive impact of netbooks stabilized or start to change anyway?",51
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639652.0,Answer,Peter Klein,,Executives,33,"Yes. I would definitely say it's stabilized. The mix has stayed stable, our attach [attach rate] is very high over 90%, and as Bill said, over 50% percentage of that is Windows 7. And so what we're finding is, people want Windows 7 on all devices and all form factors. And that's really what's been driving the quarter and the success of Windows 7. And we've worked closely with all of our OEM partners to deliver the broadest range of devices, PCs, notebooks, whatever you have. Whether it's netbook or a laptop or notebook or a desktop, Windows 7 is on them. So that's very positive for us.",108
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639653.0,Question and Answer Operator Message,Operator,,Operator,34,And next is Brad Reback with Oppenheimer.,7
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639654.0,Question,Brad Reback,,Analysts,35,"Peter, a couple of weeks ago, you guys announced a bit of a reorg [reorganization] in the E&D [Entertainment and Devices] segment. Could you maybe help us understand how some of those moves can help you close the gap in those businesses, especially in the mobile side in some of the devices going forward?",54
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639655.0,Answer,Peter Klein,,Executives,36,"Yes, they don't change the strategy that we have in both those businesses. And in E&D, if you need to separate mobile from the entertainment side of the Xbox side. The Xbox is in a very good position right now. We've got a great installed base of engaged users. We've got the Xbox Live asset, we've got Natal coming out, we're working through the profitability on the console costs. So a ton of momentum and a really exciting year coming up. On the Mobile side, our strategy remains the same. As we've been saying from a product perspective, we're working very hard on the next version of Windows Mobile, as Bill indicated, we'll be talking more about that in Barcelona in a few weeks. But I wouldn't think of the organization changes that's fundamentally changing the strategy. It just puts us in a better position to continue to execute against what we're doing.",153
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639656.0,Question and Answer Operator Message,Operator,,Operator,37,And next is Phil Winslow with Crédit Suisse.,8
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639657.0,Question,Philip Winslow,,Analysts,38,"Just on the operating expense side, if I back into sort of just the midpoint of your guidance, it basically implies that a year-over-year increase in OpEx in the second half of about 10.9%, give or take, versus the obviously the decline in the first half. And I understand that we're starting to anniversary some of the headcount reductions. But I just want to give a sense for what's driving that increase, sort of what line items or initiatives?",79
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639658.0,Answer,Peter Klein,,Executives,39,"Yes, so the biggest ones are the ones that I've talked about. There's the Yahoo! integration expenses which is a one-time new expense that we didn't have last year. And then given the increase to the revenues that we'll see over the recessionary levels that we saw last time, there's just some variable sales costs to go along with that and those drive year-over-year increases and those are the two biggest things. And obviously, we've been aware of those that's been included in our plan and our guidance that we've had for the last several quarters.",96
21835.0,"Microsoft Corporation, Q2 2010 Earnings Call, Jan-28-2010",2010-01-28,48.0,Earnings Calls,Microsoft Corporation,2340.0,47683.0,3639659.0,Question and Answer Operator Message,Operator,,Operator,40,And next is John DiFucci with JPMorgan.,7
