companyid,headline,mostimportantdateutc,keydeveventtypeid,keydeveventtypename,companyname,audiolengthsec,transcriptid,transcriptcomponentid,transcriptcomponenttypename,transcriptpersonname,companyofperson,speakertypename,componentorder,componenttext,word_count
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826409.0,Answer,Satya Nadella,,Executives,10,"The -- one of the comments I have made in my remarks was some momentum we are seeing in our consumer cloud services. So for example, the store monetization, Bing monetization, Xbox LIVE monetization, as Xbox LIVE now in fact is going to expand devices, are all things that drive monetization for below 9 inches. And so I think of device gross margin in some cases, because we are building devices like the phones, as well as this post-sale monetization using our consumer cloud services as the 2 additional levers that we have in order to be able to monetize Windows devices.",102
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826410.0,Question and Answer Operator Message,Operator,,Operator,11,Our next question comes from the line of Brent Thill with UBS.,12
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826411.0,Question,Brent Thill,,Analysts,12,"Amy, just on the XP tail off. Are there other commercial products that you're seeing being impacted? I just want to be clear. There were a lot of questions. That is, there's some type of halo impact from the XP taking growth down on the other solutions.",47
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826412.0,Answer,Amy Hood,,Executives,13,"Sure, Brent. Thanks for the question. I think it's the exact product portfolio that we talked about last year when the impact was happening. So let me take this opportunity to sort of walk you through those components again. Obviously, there's a very direct impact, which we talked the most about, in terms of Windows Pro, and its mix would attach to business PCs. The other important component of that was when people bought a PC, as we talked through the year, they often took the chance of whether generally in the business segment, which impacts in our world Commercial Licensing as a reporting unit, to buy Office and generally on a non-annuity basis. So if you think about that being the next major transactional type purchase, that was driven a year ago as the first externality. The second was in Windows VL. We also saw non-annuity purchases in Windows VL, which again is in our Commercial Licensing segment. So if you think about it from a product portfolio, it really is Windows and Office. If you think about it from our reporting segments, it's the D&C Licensing segment as well as our commercial licensing segment and specifically, our transactional revenue growth year-over-year.",203
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826413.0,Question,Brent Thill,,Analysts,14,"Okay, and just a quick follow-up. Just on the reduction in operating expenses for the full year, is this across the board? And is there a particular area that you're finding more opportunity to cut?",35
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826414.0,Answer,Amy Hood,,Executives,15,"Brent, thanks again. It's -- I actually think of it as a general concept. I think we are trying to invest behind opportunities where we see them. Some of those are more public as we talk about in terms of our sales and marketing adjustments or ad campaigns that we run like the commercial cloud. Others, I think, you don't have the opportunity to see until we launch products like we did last week, where we were able to re-assort our product portfolio and really move our talent to invest in, I guess, mind-blowing is the word Satya used in terms of product portfolio in that way. So I'm not sure that all of it, Brent, I would say is across a line in that way. There's sort of short-term optimization and longer-term portfolio optimization, that I think we've talked about this before, I think the entire senior leadership team use it as an opportunity to think about where we can best innovate and drive the highest value of every dollar that we invest. And I think we've made great progress as a team. And I think you're seeing that both in the long-term guidance and then frankly, our day-to-day execution through the quarter.",204
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826415.0,Answer,Satya Nadella,,Executives,16,"And I'll just add that we are also making pretty significant changes in just the very workflow of our engineering teams, and that also leads to us getting more out of our current investment. So there's significant, I would say, combination of culture change as well as how we work change that drives more innovation for the same dollar.",60
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826416.0,Question and Answer Operator Message,Operator,,Operator,17,Our next question comes from the line of Walter Pritchard with Citigroup.,12
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826417.0,Question,Walter Pritchard,,Analysts,18,"Two questions, just one on execution. It sounds like you highlighted some issues in Japan, and we've heard about VAT from other companies. Can you just talk about what you're doing to address some of those issues? And is there any concern that, that might spread beyond what you're seeing in Japan and China?",54
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826418.0,Answer,Amy Hood,,Executives,19,"Thanks, Walter. Is that both your questions? I just want to make sure I get them.",16
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826419.0,Question,Walter Pritchard,,Analysts,20,"No, I'm just trying to understand generally that issue. I have one other if there's time.",16
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826420.0,Answer,Satya Nadella,,Executives,21,"I'll just start by just talking about China. We have in China currently a set of geopolitical issues that we are working through. We are very committed to China as a market. We have, in fact, pockets of good growth in China, with our cloud doing fairly well. But at the same time, we are grounded that in the fact that we need more work to do, and we are working through them. And then, as and when they'll work out, we'll let you know.",86
21835.0,"Microsoft Corporation, Q2 2015 Earnings Call, Jan 26, 2015",2015-01-26,48.0,Earnings Calls,Microsoft Corporation,3786.0,748987.0,32826421.0,Answer,Amy Hood,,Executives,22,"And I'll talk a little bit about Japan. And Walter, to answer your question, I don't have any concerns to that expand, such that it's a unique issue beyond Japan. With the Windows end of XP plus the VAT increase, I do think -- as well as some of the macroeconomic environment, it tightened far faster than we had anticipated. And Japan, in particular, because of its model for us, it is a non-annuity geography for us. So impacts in Japan more directly come to the P&L as opposed to on our unearned or CNB balances. And that's why this quarter, you saw some weakness in Commercial Licensing. But when adjusted for FX, our unearned balanced and bookings actually felt quite good from a commercial perspective.",127
